@relation clean_data

@attribute Location {Mumbai,Pune,Chennai,Coimbatore,Hyderabad,Jaipur,Kochi,Delhi,Bangalore,Kolkata,Ahmedabad}
@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Mileage numeric
@attribute Engine numeric
@attribute Power numeric
@attribute Seats numeric
@attribute Price numeric

@data
Delhi,2012,128000,Diesel,22.32,1582,126.32,5,5
Bangalore,2011,54000,Petrol,19.81,1086,68.05,5,2.2
Kolkata,2014,49800,Petrol,23.1,998,67.04,5,4
Delhi,2012,98000,Diesel,20.86,1199,73.9,5,2.51
Pune,2015,60095,Diesel,25.2,1248,74,5,4.75
Jaipur,2008,68000,Petrol,16,1086,66.7,5,2
Mumbai,2010,81402,Petrol,20.36,1197,78.9,5,2.1
Kochi,2013,38000,Petrol,16.5,1499,110,5,6.25
Ahmedabad,2011,92239,Diesel,11.5,2987,210,5,10.6
Jaipur,2017,49224,Diesel,25.2,1248,74,5,6
Pune,2004,12000,Petrol,16.1,796,37,4,0.45
Mumbai,2010,54898,Petrol,16.1,1298,88.2,5,2.5
Kochi,2018,2500,Petrol,15.29,1591,121.3,5,12.75
Hyderabad,2017,32838,Diesel,17.05,1995,190,5,30.29
Kochi,2006,27076,Petrol,13.8,1299,70,5,1.6
Kochi,2017,75445,Diesel,22.7,1498,89.84,5,7.54
Kolkata,2015,46601,Petrol,20.73,1373,91.1,5,6.84
Pune,2012,72000,Diesel,18.33,1968,167.7,5,6
Coimbatore,2017,27000,Diesel,27.3,1498,98.6,5,8
Kochi,2016,68193,Diesel,17.11,1968,174.33,5,24.74
Delhi,2017,34429,Diesel,24,1120,70,5,5.5
Coimbatore,2013,46000,Diesel,12,2987,224,7,36
Jaipur,2013,80544,Diesel,12.99,2494,100.6,7,11.79
Bangalore,2011,42000,Petrol,16.95,1498,97.7,5,3
Jaipur,2011,94821,Diesel,20,1968,138.1,5,6.75
Mumbai,2006,100000,Petrol,14.49,1399,92.7,5,1.4
Hyderabad,2014,57000,Diesel,24.2,1498,98.6,7,5.75
Coimbatore,2010,79894,Diesel,21.1,1248,73.9,5,3.4
Mumbai,2011,44748,Petrol,16.47,1198,73.9,5,4.89
Coimbatore,2013,31000,Petrol,13.24,1598,102.5,5,4.95
Pune,2013,60587,Petrol,16.98,998,66.1,5,3.49
Pune,2011,32000,Diesel,23.59,1364,0,5,3.85
Coimbatore,2014,43772,Petrol,17,1497,118,5,6.35
Hyderabad,2017,23576,Petrol,18.9,1197,82,5,7.08
Kolkata,2017,4000,Diesel,13.6,1999,177,5,38
Mumbai,2012,62000,Diesel,12.05,2179,120,8,6.25
Delhi,2011,36000,Petrol,11.74,1796,186,5,10.15
Pune,2014,80000,Petrol,13.7,1798,157.75,5,10.75
Delhi,2012,137008,Diesel,18.1,1991,147.9,4,4.65
Coimbatore,2010,61001,Diesel,12.05,2179,120,8,4.75
Hyderabad,2015,52191,Petrol,17.1,1591,121.3,5,7.78
Hyderabad,2016,77076,Diesel,23,1396,90,5,6.75
Kolkata,2008,56000,Petrol,16.4,1497,78,5,2.99
Delhi,2013,21000,Petrol,20.36,1197,78.9,5,2.35
Delhi,2013,89429,Diesel,25.8,1498,98.6,5,3.65
Jaipur,2012,45631,Petrol,22.5,998,67.04,5,2.74
Kochi,2013,53959,Petrol,19.4,1198,86.8,5,3.5
Kochi,2014,55804,Petrol,17,1197,80,5,4.76
Pune,2016,25899,Petrol,15.04,1598,103.2,5,6.2
Mumbai,2008,82000,Diesel,18.7,1896,66,5,2.35
Pune,2014,52000,Diesel,13,2143,204,5,24.5
Hyderabad,2013,20000,Petrol,13.24,1598,102.57,5,6
Coimbatore,2017,31829,Petrol,21.1,814,55.2,5,3.65
Jaipur,2016,18094,Petrol,18.6,1197,85.8,5,6.26
Mumbai,2011,80000,Diesel,19.5,1461,0,5,2.1
Coimbatore,2015,11964,Diesel,13.22,2967,241.4,5,32.95
Bangalore,2018,22684,Petrol,18.6,1197,81.83,5,7.8
Kochi,2014,43521,Petrol,19.4,1198,86.8,5,4.25
Delhi,2014,49386,Petrol,17.5,1298,85.8,5,4.86
Coimbatore,2017,12248,Petrol,18.9,1197,81.86,5,4.9
Delhi,2014,67771,Diesel,11.68,2498,112,8,7.06
Coimbatore,2015,60007,Petrol,17.21,1798,189,4,4.5
Kolkata,2011,48624,Petrol,24.07,998,67.1,5,3.22
Delhi,2014,30000,Diesel,22.07,1199,73.9,5,3.25
Coimbatore,2016,81605,Petrol,18.9,1197,82,5,4.53
Pune,2017,32642,Diesel,14.84,2143,170,5,34.78
Chennai,2014,34200,Petrol,15.74,1591,121.3,5,6.5
Pune,2010,72204,Petrol,15.7,1172,67,5,2.25
Kochi,2011,156347,Diesel,12.99,2494,100,8,8
Coimbatore,2017,47357,Diesel,18.49,1493,100,7,8.37
Kochi,2015,61738,Diesel,20.14,1498,88.8,5,5.39
Coimbatore,2018,32586,Diesel,22.48,1995,190,5,37.3
Mumbai,2018,40129,Diesel,11.57,2987,254.79,5,70.8
Kochi,2012,51000,Diesel,11.74,2987,254.8,5,22.25
Mumbai,2018,10393,Petrol,18.9,1197,81.86,5,6.03
Chennai,2011,46000,Petrol,13.7,1798,157.75,5,4.9
Hyderabad,2013,21000,Petrol,16.95,1197,78.9,5,3.96
Mumbai,2011,113562,Diesel,23,1396,90,5,4.6
Mumbai,2011,100010,Diesel,12.05,2179,120,8,5.5
Jaipur,2013,63107,Petrol,19.4,1198,86.8,5,3.25
Pune,2017,58500,Petrol,18.6,1197,81.83,5,6.25
Chennai,2007,90000,Diesel,10.9,2499,143,7,3
Pune,2011,108242,Diesel,16.8,1493,110,5,4.25
Pune,2011,146300,Diesel,11.5,2982,171,7,12.25
Delhi,2011,62943,Diesel,17.05,1995,184,5,10.95
Pune,2013,65000,Diesel,12.55,2982,168.5,7,16.5
Kochi,2018,1700,Petrol,19,1199,88.76,5,7.8
Hyderabad,2013,34697,Petrol,19.81,1086,68.05,5,3.7
Mumbai,2012,58000,Petrol,17,1197,80,5,4
Coimbatore,2015,32500,Diesel,19.59,1995,187.74,5,26.75
Kochi,2016,58661,Diesel,15.17,1968,181,5,28.03
Delhi,2017,37124,Petrol,20.4,1197,81.8,5,5.44
Kolkata,2017,44000,Petrol,21.4,1197,83.1,5,6.2
Mumbai,2005,45200,Petrol,13.2,1495,94,5,0.9
Pune,2016,11000,Petrol,18.5,1197,85.8,5,3.95
Ahmedabad,2011,65000,Petrol,26,624,35,4,0.44
Hyderabad,2012,55005,Diesel,20,1399,68,5,2.75
Chennai,2011,81650,Diesel,18.33,1968,167.7,5,7.5
Hyderabad,2010,160000,Diesel,19,1248,93,5,2.5
Hyderabad,2015,169000,Diesel,14.95,2489,93.7,7,5
Kochi,2013,67263,Petrol,18.9,998,67.1,5,3.6
Coimbatore,2012,44223,Petrol,17.6,1496,88.7,5,3.99
Pune,2015,36840,Petrol,18.9,1197,82,5,5.64
Kolkata,2014,160000,Diesel,12.99,2494,100,8,12
Mumbai,2008,133000,Diesel,16.8,1405,62,5,0.7
Delhi,2015,69123,Diesel,18.88,1995,184,5,19
Mumbai,2017,38000,Diesel,10.91,3198,197,7,30.48
Kolkata,2017,5500,Petrol,21.56,1462,103.25,5,8.2
Pune,2015,1001,Diesel,25.83,1498,99,5,7.55
Delhi,2007,59000,Petrol,15.26,1150,74.9,5,0.99
Chennai,2011,78256,Petrol,16.8,1497,118,5,4.15
Kolkata,2016,90000,Petrol,16.95,1498,97.6,5,6.2
Kolkata,2016,18000,Petrol,19.1,1197,85.8,5,4.4
Jaipur,2012,60000,Diesel,20,1399,68,5,2.1
Coimbatore,2011,130000,Diesel,20.3,1248,75,5,2.2
Kolkata,2018,32851,Petrol,18.6,1197,81.86,5,8.34
Hyderabad,2014,32000,Diesel,23.4,1248,74,5,4.35
Jaipur,2014,62700,Diesel,22.7,1498,89.84,5,6.8
Kochi,2010,71000,Diesel,19.3,1248,73.9,5,3.3
Hyderabad,2016,19947,Petrol,18.9,1197,82,5,5.04
Hyderabad,2012,91000,Diesel,11.4,2953,153.86,7,9.2
Kochi,2014,74000,Diesel,22.07,1199,73.9,5,5.7
Hyderabad,2018,55594,Diesel,18.49,1493,100,7,8.48
Hyderabad,2013,58000,Diesel,11.2,2993,306,4,48
Ahmedabad,2012,110224,Diesel,19.01,1461,108.45,5,6.1
Pune,2010,21002,Petrol,22.5,998,67.04,5,2.75
Jaipur,2017,121000,Diesel,24.52,1248,88.5,7,8
Jaipur,2010,73513,Petrol,19.7,796,46.3,5,1.85
Coimbatore,2015,34000,Petrol,20.51,998,67,5,3.85
Kochi,2017,28371,Petrol,15.1,1196,73,7,4.74
Kochi,2013,74755,Diesel,19.6,1461,108.45,5,5.63
Kochi,2011,25805,Petrol,18.2,1061,64,5,2.62
Chennai,2015,82603,Petrol,13.06,1598,102.53,5,4.9
Delhi,2006,110000,Petrol,13.5,1799,130,5,2.65
Chennai,2012,88000,Diesel,16,2179,140,7,5.99
Delhi,2011,110000,Diesel,21,1461,64.1,5,2.4
Mumbai,2017,15000,Petrol,21.7,999,67,5,4.25
Pune,2013,70000,Diesel,15.15,2967,240,5,40
Hyderabad,2008,150000,Diesel,28.4,1248,74,5,2.7
Chennai,2016,19000,Petrol,20.63,1198,67,5,2.99
Coimbatore,2011,37442,Petrol,18.5,1197,80,5,3.4
Mumbai,2016,63111,Diesel,18.12,1995,190,5,30.8
Jaipur,2012,88000,Diesel,20.77,1248,88.8,7,5.85
Coimbatore,2014,42355,Petrol,18.9,1197,82,5,4
Mumbai,2011,75871,Petrol,9.43,2996,254,5,14.12
Pune,2011,65000,Diesel,17.9,1998,163.7,5,4.55
Jaipur,2015,69000,Diesel,0,2987,165,5,38
Pune,2011,79232,Diesel,21.1,1248,73.9,5,2.9
Kochi,2007,220000,Petrol,11.74,1796,186,5,6
Kolkata,2016,28470,Petrol,18.6,1197,81.83,5,6.95
Pune,2014,9759,Petrol,20.3,998,68.05,5,2.75
Chennai,2014,75216,Diesel,22.9,1248,74,5,5.1
Mumbai,2017,8000,Petrol,18.6,1197,81.83,5,6.75
Hyderabad,2014,59451,Petrol,18.5,1197,85.8,5,3.69
Kochi,2013,53996,Diesel,22.9,1248,74,5,5.45
Chennai,2018,15135,Petrol,17.5,1199,88.7,5,9.29
Kolkata,2015,53000,Petrol,16.9,1197,81.86,5,4
Pune,2013,40000,Petrol,18,1198,86.7,5,2.9
Mumbai,2013,21107,Petrol,17.1,1591,121.3,5,5.25
Coimbatore,2014,56000,Petrol,16.8,1497,116.3,5,5.75
Kochi,2017,19623,Petrol,15.29,1591,121.3,5,13.12
Mumbai,2014,70963,Diesel,15.1,2179,140,7,7.83
Mumbai,2013,25755,CNG,26.6,998,58.16,5,3.15
Pune,2013,51450,Diesel,12.8,2494,102,7,10.4
Coimbatore,2012,75000,Diesel,22.9,1248,74,5,4.35
Coimbatore,2017,37832,Petrol,22.5,998,67,5,5.23
Hyderabad,2016,43041,Petrol,18.9,1197,81.86,5,6.01
Chennai,2014,97236,Diesel,25.8,1498,98.6,5,4.4
Delhi,2010,83000,Diesel,16.07,1995,181,5,12.75
Kochi,2011,65000,Petrol,15.6,1196,70,5,2.4
Kochi,2018,46007,Petrol,17,1198,73.75,5,5.71
Pune,2015,65925,Diesel,22.7,1498,89.84,5,5.49
Kolkata,2004,73500,Petrol,13,1343,90,5,1.3
Delhi,2014,55000,Diesel,16,2179,140,7,8.5
Kolkata,2012,115000,Diesel,13,2982,168.5,7,12.99
Pune,2017,31184,Petrol,18.9,1197,81.86,5,5
Kochi,2017,41747,Diesel,28.4,1248,73.75,5,9
Pune,2016,38143,Diesel,22.9,1248,74,5,5.22
Coimbatore,2012,19030,Petrol,16.47,1198,73.9,5,3.8
Mumbai,2019,20877,Petrol,18.16,1197,78.9,5,7.27
Bangalore,2016,23555,Petrol,22,1197,81.8,5,5.1
Pune,2013,29000,Diesel,14.21,2143,203,5,29
Kochi,2013,61000,Petrol,18.9,998,67.1,5,2.9
Bangalore,2012,4187,Petrol,26,624,35,4,1.38
Mumbai,2011,46000,Petrol,13.4,1798,157.8,5,5.5
Coimbatore,2016,28000,Petrol,17.21,1197,103.5,5,7.25
Hyderabad,2014,83558,Diesel,22.32,1582,126.32,5,6.98
Kolkata,2017,40000,Diesel,22.95,1248,74,5,5.25
Bangalore,2013,36000,Petrol,21.1,814,55.2,5,1.95
Kochi,2014,21000,Diesel,17.11,1968,174.33,5,24.5
Hyderabad,2013,62162,Diesel,12.99,2494,100,7,8.31
Pune,2012,83000,Diesel,11.74,2987,254.8,5,36
Kochi,2015,58000,Diesel,24.4,1120,71,5,5.5
Kochi,2011,62332,Petrol,11.7,2354,177.6,5,5.89
Mumbai,2016,50867,Diesel,20.34,1498,103.2,5,7.95
Jaipur,2010,73000,Petrol,17,1197,80,5,2.75
Hyderabad,2012,98008,Diesel,22.7,1582,126.24,5,6.25
Kochi,2015,36000,Diesel,20,1399,68.05,5,4.95
Kolkata,2019,27339,Petrol,18.6,1197,81.83,5,6.27
Kolkata,2017,25000,Diesel,23.9,1582,126.2,5,8.65
Hyderabad,2014,37000,Petrol,18.9,1197,82,5,3.5
Kolkata,2015,56000,Diesel,14.16,1968,174.3,5,35
Kolkata,2015,27000,Petrol,17.5,1298,85.8,5,4.45
Kolkata,2012,37000,Petrol,18.5,1197,80,5,2.65
Ahmedabad,2017,10500,Diesel,25.32,1198,77,5,4.7
Mumbai,2014,49000,Diesel,18.23,1582,126.2,5,8.9
Coimbatore,2017,7000,Diesel,17.1,1956,170,5,17.45
Kochi,2017,71256,Diesel,24.3,1248,88.5,5,9.58
Kolkata,2012,83184,Petrol,14.28,1798,138.03,5,6.22
Mumbai,2013,87284,Diesel,15.1,2179,140,7,7.8
Pune,2016,7000,Diesel,20.68,1995,190,5,27.75
Coimbatore,2015,29000,Diesel,22.54,1396,88.73,5,7
Bangalore,2017,33552,Diesel,11.57,2987,254.79,5,64.87
Jaipur,2013,64000,Diesel,17.3,1998,163.7,5,6.5
Mumbai,2011,82000,Petrol,18.5,1197,80,5,2.7
Hyderabad,2012,70000,Petrol,19.4,1198,86.8,5,2.5
Delhi,2013,166194,Diesel,19.3,1461,84.8,7,3.9
Chennai,2015,58000,Petrol,16.47,1198,73.9,5,3.95
Pune,2010,77000,Petrol,20.36,1197,78.9,5,2.1
Hyderabad,2009,73204,Diesel,18.1,1991,147.9,4,3.5
Delhi,2007,70000,Petrol,19.81,1086,68.05,5,2
Delhi,2014,79870,Diesel,20.77,1248,88.76,7,5.35
Mumbai,2013,90000,Diesel,25.8,1498,98.6,5,3.8
Kochi,2016,17000,Petrol,15.5,1595,122,5,17.25
Pune,2018,46493,Petrol,18.9,1197,81.86,5,5.53
Hyderabad,2009,68000,Petrol,20.36,1197,78.9,5,1.95
Pune,2017,2000,Diesel,28.4,1248,74,5,8.2
Pune,1999,140000,Petrol,13,1343,90,5,0.9
Coimbatore,2013,255000,Diesel,12.99,2494,100.6,7,6.5
Coimbatore,2014,45535,Diesel,23.8,1998,112,5,19.41
Mumbai,2016,39228,Petrol,15.7,1368,112.4,5,6.58
Chennai,2011,57000,Petrol,14.49,1399,92.7,5,2.1
Delhi,2008,85445,Petrol,19.81,1086,68.05,5,2
Mumbai,2015,54000,Diesel,24.4,1120,71,5,3.7
Jaipur,2014,53000,Petrol,23.1,998,67.04,5,3.8
Coimbatore,2014,60000,Petrol,20.36,1197,78.9,5,3.25
Ahmedabad,2015,65668,Diesel,19.87,1461,83.8,5,5.53
Kolkata,2011,100000,Diesel,22.69,1995,190,5,10.9
Hyderabad,2018,1800,Petrol,18.9,1197,82,5,5.1
Pune,2007,96000,Petrol,0,999,0,5,2.2
Ahmedabad,2009,44200,Petrol,18,995,62,5,1.6
Chennai,2018,14000,Petrol,17.4,1497,117.3,5,11.25
Delhi,2013,720000,Diesel,20.54,1598,103.6,5,5.9
Delhi,2012,73000,Diesel,11.5,2982,169,7,14.4
Jaipur,2011,68000,Petrol,17,1497,118,5,3.6
Bangalore,2017,19543,Diesel,18.12,1995,190,5,40.5
Delhi,2014,38000,Diesel,14.16,1968,174.3,5,38.95
Kochi,2014,32805,Diesel,23.2,1248,73.94,5,3.6
Kochi,2016,44782,Diesel,21.21,1498,103.2,5,7.12
Delhi,2016,55700,Diesel,26,1498,98.6,5,7.52
Hyderabad,2012,60000,Diesel,15.2,1968,140.8,5,10.35
Delhi,2014,56000,Petrol,15,1598,103.52,5,7
Mumbai,2011,60000,Diesel,11.5,2982,171,7,10.85
Mumbai,2010,78563,Diesel,16.52,1991,123.7,5,2.35
Delhi,2014,34669,Petrol,15.1,1196,73,7,2.9
Delhi,2017,17000,Petrol,20.73,1373,91.1,5,7.65
Pune,2016,66000,Diesel,28.09,1248,88.5,5,6.4
Kolkata,2014,102418,Diesel,12.99,2494,100.6,7,10.1
Kochi,2014,48800,Petrol,19.1,1197,85.8,5,4.25
Pune,2019,10601,Diesel,11.36,2755,171.5,7,19.65
Jaipur,2017,8200,Diesel,25,1396,69,5,4.4
Pune,2012,100000,Petrol,18.5,1197,82.85,5,3.25
Kolkata,2012,78000,Diesel,17.8,1399,68,5,2.8
Chennai,2015,50000,Diesel,18.2,1248,73.74,8,4.3
Chennai,2006,89327,Diesel,17.8,1399,68,5,1.55
Kochi,2007,98000,Petrol,10.8,2354,152,5,4.7
Delhi,2017,24700,Petrol,18.7,1199,88.7,5,7.07
Delhi,2018,6000,Diesel,11,2987,258,7,79
Mumbai,2018,9434,Petrol,18.9,1197,81.86,5,5.75
Coimbatore,2012,29000,Petrol,18.5,1197,85.8,5,3.25
Mumbai,2017,22440,Diesel,22,1498,108.495,5,8.89
Kolkata,2015,73070,Petrol,17.4,1497,117.3,5,5.9
Delhi,2016,21771,Petrol,18.7,1199,88.7,5,4.95
Kochi,2014,62000,Diesel,17.8,1248,75,5,3.75
Kochi,2017,37024,Diesel,17.01,1582,126.2,5,10.97
Kolkata,2014,60336,Diesel,14.4,2967,241.4,5,24.94
Jaipur,2014,26008,Petrol,21.1,814,55.2,5,1.97
Coimbatore,2010,90000,Diesel,20,1399,68,5,1.4
Kolkata,2018,35569,Petrol,17,1198,73.75,5,7.27
Kolkata,2013,40000,Diesel,21.64,1461,84.8,5,4
Delhi,2015,45000,Petrol,18.7,1199,88.7,5,4.75
Coimbatore,2015,42000,Petrol,17,1197,80,5,5.1
Delhi,2012,46913,Diesel,14.94,2967,241.4,5,16.11
Ahmedabad,2014,62000,Diesel,11.18,2696,184,7,10.55
Kolkata,2017,15000,Diesel,12.9,2755,174.5,7,30
Hyderabad,2002,69000,Diesel,18.7,1896,66,5,1.6
Kochi,2012,41367,Diesel,15.8,2148,170,5,18.49
Hyderabad,2018,15982,Petrol,20.73,1373,91.1,5,9.96
Bangalore,2013,99595,Diesel,22.9,1248,74,5,4.75
Delhi,2002,63000,Diesel,13.1,2446,75,10,3.65
Kochi,2012,49000,Diesel,16.73,2495,218,5,15.5
Delhi,2013,48272,Diesel,10.5,2835,116.9,6,11.82
Ahmedabad,2008,63000,Petrol,13.4,1794,125,5,2.05
Mumbai,2016,77000,CNG,26.6,998,58.16,5,3.3
Kochi,2013,11734,Petrol,16.8,796,34.2,8,2.25
Chennai,2014,62012,Diesel,17.68,1968,174.33,5,20.12
Coimbatore,2017,46000,CNG,25,1197,81.86,5,4.95
Mumbai,2016,45449,Diesel,27.3,1498,98.6,5,7.48
Jaipur,2004,85000,Petrol,10.5,1796,157.7,5,5.5
Kochi,2005,88000,Petrol,13,1493,100,0,1.7
Mumbai,2013,45330,Diesel,16.55,1968,147.51,5,13.19
Delhi,2012,88000,Petrol,19.1,1197,85.8,5,3.85
Pune,2016,45376,Diesel,28.4,1248,73.75,5,5.75
Kochi,2014,81000,Diesel,15.1,2179,140,7,9
Kochi,2012,83381,Petrol,18.6,1199,79.4,5,2.21
Coimbatore,2017,78526,Diesel,23,1498,98.96,5,8.09
Coimbatore,2017,27313,Diesel,14.69,2993,258,5,48.63
Coimbatore,2015,42747,Diesel,14.16,1968,174.3,5,39.47
Mumbai,2015,42265,Diesel,20.68,1995,190,5,22.24
Ahmedabad,2009,21000,Petrol,19.2,1197,80,5,2.6
Chennai,2016,55100,Diesel,17.01,1582,126.2,5,12
Mumbai,2014,70000,Diesel,17.11,1968,174.33,5,18
Kolkata,2007,55000,Petrol,10.13,3498,364.9,5,9.99
Mumbai,2012,58235,Petrol,20.36,1197,78.9,5,2.45
Kolkata,2017,26000,Diesel,23,1498,98.96,5,8.99
Jaipur,2011,35000,Diesel,20.54,1598,103.6,5,3.15
Ahmedabad,2017,24000,Diesel,28.4,1248,73.75,5,8.2
Coimbatore,2016,98000,Diesel,15.4,1997,120,7,11.5
Chennai,2016,44487,Diesel,22.54,1396,88.73,5,7.3
Delhi,2008,65000,Petrol,19.7,796,46.3,5,1.59
Kolkata,2015,34951,Petrol,20.36,1197,78.9,5,3.15
Hyderabad,2015,52373,Diesel,15.4,2179,120,7,8.5
Mumbai,2010,66285,Diesel,19.5,1199,75,5,3
Hyderabad,2012,66000,Diesel,15.3,2993,258,5,21
Mumbai,2016,43000,Diesel,27.3,1498,98.6,5,7.75
Mumbai,2013,45200,Diesel,10,2148,170,5,23
Kochi,2016,41000,Diesel,16,2179,140,7,13.75
Coimbatore,2017,39430,Petrol,18,1497,117.3,5,8.29
Coimbatore,2014,83274,Diesel,22.9,1248,74,5,5.79
Mumbai,2017,32324,Diesel,14.84,2143,170,5,30.5
Bangalore,2011,49999,Petrol,17,1497,118,5,3.8
Delhi,2014,66000,Diesel,15.3,2956,83.8,7,4.45
Jaipur,2012,54000,Petrol,18.5,1197,82.85,5,3.3
Bangalore,2009,80000,Diesel,20.4,1248,91.2,5,1.75
Pune,2011,72000,Petrol,12.9,1799,130,5,5.5
Delhi,2017,44865,Diesel,19.67,1582,126.2,5,13.35
Delhi,2017,22000,Diesel,20.38,1968,143,5,22.5
Hyderabad,2013,57478,Petrol,17,1591,121.3,5,5.25
Kochi,2011,75000,Diesel,21.9,1396,90,5,3.75
Bangalore,2015,50624,Diesel,24.2,1498,98.6,7,6.32
Chennai,2018,75000,Diesel,22.32,1582,126.32,5,7.75
Mumbai,2006,87000,Petrol,15.3,1596,101,5,1.37
Hyderabad,2010,62000,Petrol,20.36,1197,78.9,5,2.1
Ahmedabad,2016,41372,Diesel,24.3,1248,88.5,5,9.3
Pune,2015,70000,Diesel,12.99,2494,100.6,7,12
Hyderabad,2017,35000,Diesel,17.9,2143,136,5,23.5
Chennai,2006,71993,Petrol,19.7,796,46.3,5,1.8
Delhi,2013,62000,Diesel,14.84,2143,170,5,12.5
Kochi,2015,51000,Diesel,22.9,1248,74,5,4.74
Kochi,2016,26038,Petrol,18.9,1197,82,5,5.43
Kolkata,2018,37713,Diesel,12.55,2982,168.5,7,31.62
Kochi,2011,78088,Petrol,12.4,1998,132,8,6.3
Pune,2017,30453,Diesel,22.77,1498,98.59,5,8.45
Chennai,2016,54000,Petrol,18.16,1196,86.8,5,5
Hyderabad,2011,190000,Diesel,11.5,2982,171,7,13
Coimbatore,2012,65097,Petrol,19.1,1197,85.8,5,4.7
Pune,2018,28060,Petrol,12.05,2979,320,5,93.67
Jaipur,2012,282000,Petrol,13.14,1798,160,5,3.3
Kochi,2009,111000,Petrol,18.9,1061,67,5,1.51
Mumbai,2013,63295,Diesel,19.01,1461,108.45,5,6.09
Hyderabad,2015,35770,Petrol,20.73,1373,91.1,5,5.95
Kolkata,2012,125928,Diesel,22.7,1582,126.24,5,9
Hyderabad,2015,45000,Diesel,21.66,1498,103.52,5,4.25
Mumbai,2013,21000,Diesel,14.84,2143,170,5,23.5
Chennai,2011,54774,Petrol,11.7,2354,177.6,5,6.35
Bangalore,2014,41123,Petrol,23.1,998,67.04,5,3.4
Chennai,2017,17465,Petrol,12.05,2979,320,5,93
Chennai,2014,48000,Diesel,22.69,1995,190,5,21.6
Pune,2011,173000,Diesel,20.54,1598,103.6,5,4
Mumbai,2018,12000,Diesel,23.4,1248,74,5,5.5
Hyderabad,2012,34000,Diesel,12.39,2179,147.51,5,19.25
Mumbai,2012,71360,Diesel,21.9,1396,90,5,3.95
Kochi,2012,74000,Diesel,28.4,1248,73.75,5,4.25
Hyderabad,2018,28937,Diesel,17.1,1956,170,5,17.02
Bangalore,2012,82085,Diesel,20.77,1248,88.76,7,6.5
Coimbatore,2011,68465,Petrol,15.6,1196,70,5,2.95
Chennai,2013,63854,Diesel,21.43,1364,86.79,5,7.12
Delhi,2018,3000,Diesel,24.3,1248,88.5,5,11.25
Hyderabad,2009,65055,Petrol,17,1497,118,5,2.75
Mumbai,2015,120000,Diesel,15.4,2179,120,7,12
Pune,2014,64241,Petrol,20.14,1197,81.86,5,3.67
Pune,2001,121000,Diesel,15,2148,0,5,5
Pune,2008,2200,Petrol,15.7,1390,75,5,2.3
Pune,2008,88123,Diesel,18.7,1896,66,5,2.2
Bangalore,2014,79000,Diesel,12,2987,224,7,41
Mumbai,2016,28143,Diesel,20.68,1995,190,5,28.5
Ahmedabad,2015,23001,Petrol,15.04,1598,103.2,5,5.49
Bangalore,2013,82002,Diesel,16.55,1968,147.51,5,17.5
Kochi,2009,75000,Diesel,13.8,1399,68,5,1.99
Hyderabad,2016,37451,Diesel,22.32,1582,126.3,5,6.64
Pune,2017,67000,Diesel,13.68,2393,147.8,7,16.5
Mumbai,2016,25000,Petrol,18.9,1197,82,5,5
Kolkata,2017,12000,Petrol,17,1198,73.75,5,5.4
Jaipur,2017,25000,Petrol,25.17,799,53.3,5,2.99
Kochi,2011,95936,Petrol,17,1497,118,5,4.1
Chennai,2018,5354,Petrol,18.9,1197,81.86,5,6.76
Coimbatore,2016,42000,Petrol,18.78,999,75,5,5.5
Delhi,2014,44282,Diesel,25.2,1248,74,5,5.99
Mumbai,2012,70000,Diesel,21.64,1461,84.8,5,2.59
Pune,2013,31400,Diesel,16.36,2179,187.7,5,26.75
Bangalore,2016,50000,Diesel,28.09,1248,88.5,5,8.5
Pune,2011,53000,Diesel,12.8,1968,167.6,5,23
Bangalore,2014,21727,Petrol,15.6,1196,70.02,5,3.35
Kolkata,2012,43000,Diesel,11.72,2199,194.3,7,10.75
Bangalore,2013,75000,Diesel,12.05,2179,120,8,6.29
Delhi,2014,73557,Diesel,19.6,1461,108.45,5,7.75
Coimbatore,2012,44555,Diesel,15.2,1968,140.8,5,13.5
Mumbai,2013,54885,Petrol,15.1,1196,73,7,3.75
Jaipur,2011,76000,Diesel,14,2498,112,7,3.75
Chennai,2006,101000,Petrol,18.9,998,67.1,5,1.5
Coimbatore,2005,66000,Petrol,14,1061,64,5,1.45
Mumbai,2013,84360,Petrol,15.5,1586,103.3,5,4.12
Pune,2016,25121,Diesel,13.68,2393,147.8,7,17.11
Kolkata,2015,100000,Diesel,12.99,2494,100.6,7,10.25
Pune,2011,66035,Diesel,22.07,1199,73.9,5,2.49
Hyderabad,2015,190000,Petrol,16.78,1496,88.73,5,3.85
Hyderabad,2014,85670,Diesel,22.7,1498,89.84,5,6.25
Mumbai,2015,35000,Diesel,24,1120,70,5,4.88
Hyderabad,2016,8000,Petrol,18,1497,117.3,5,9.45
Kolkata,2007,162000,Diesel,12.8,2494,102,8,4.8
Hyderabad,2012,60000,Petrol,21.1,814,55.2,5,1.99
Bangalore,2010,70600,Petrol,20.36,1197,78.9,5,2.8
Hyderabad,2011,25000,Petrol,12.3,1796,185,5,22
Coimbatore,2012,75000,Diesel,15.96,2523,62.1,7,4.3
Ahmedabad,2014,85071,Diesel,20,1968,138.1,5,9.75
Delhi,2015,40000,Petrol,20.4,1197,81.8,5,5.9
Hyderabad,2013,67000,Diesel,16.55,1968,147.51,5,14.5
